text_id,project,match_text,numeric_value,context
P334664,saao_saa05,6,6,"[e]re with the capti[ves]"" — [NN] arrived in Šu[...] on the 6th; we have [now] inspec[ted] the captiv[es] and are herewit"
P334674,saao_saa05,53,53,"s elaps[ed; where is] the yield of the thresh[ing-floor]"" — 53 [......] (Break) (SPACER) ""to [......]."" Now [NN], the recr"
P334674,saao_saa05,30,30,"t offi[cer ...] ha[s ......] neither stored [grain nor ...] 30 horses [...] of the king, m[y] lord, [...] [the royal] body"
P334705,saao_saa05,five,,"ur-le['i] is going to Ullusunu, and that Ullusunu has given five horses to Aššur-le'i. Nabû-hamatua has itemized the horses"
P334705,saao_saa05,third,,"bû-hamatua, about whom the king my lord wrote me, it is the third year already since he fled to Nabû-hamatua, so it is not po"
P334782,saao_saa05,200,200,"ir-[Ašš]ur [s]aid to the king, [my] lord: ""Let them give me 200 (hectares) of field in their environs"" — [x town]s of Sirur"
P334782,saao_saa05,5,5,"ares) of field in their environs"" — [x town]s of Sirura and 5 [tow]ns of the house of the priest [of] Bel [...], under th"
P334783,saao_saa05,100,100,"Bit-Zaman[i ...] concerning the kin[g's] me[n]: ""Go and get 100 king's men, and come and b[ring them]; I should do [......]"
P334783,saao_saa05,third,,"men, and come and b[ring them]; I should do [......]."" The 'third man' [......] (Break) (SPACER) ""Why [...] the horses [...]?"
P334783,saao_saa05,six,,"rother [of NN], Kanunayu the [...], Ahutun and [NN], in all six men of [...] — they have been in hiding, [...], [and have]"
P334793,saao_saa05,"1,000",1000,"previous lette[r] arrived: they are bringing him. As to the 1,000 rams about which the king, my lord, wrote me, I am herewith"
P334821,saao_saa05,100,100,"yed) It rai[ned] extremely heavily. The water trough raised 100 homers (20,000 litres) of water. (Rest destroyed) (SPACER)"
P334821,saao_saa05,"20,000",20000,"ned] extremely heavily. The water trough raised 100 homers (20,000 litres) of water. (Rest destroyed) (SPACER)"
P334825,saao_saa05,"3,6",36,"silver [in] the middle of Arbela. Now, ag[ai]n, they say: ""3,6[00 person]s are dying [...]; he is buying up [a]ll the ho[u"
P334825,saao_saa05,[00,0,"lver [in] the middle of Arbela. Now, ag[ai]n, they say: ""3,6[00 person]s are dying [...]; he is buying up [a]ll the ho[uses"
P334831,saao_saa05,"1,300",1300,"nce with me, saying: ""Ša-ili-dubbu has driven away [she]ep; 1,300 ṣu'bu sheep [...] these [......] (Break) (SPACER) [...-ya]d"
P334865,saao_saa05,ten,,"my lord, (nevertheless) ord[ers]: ""They must go!"" then let ten (officials) from the Inner City and five from Calah stay to"
P334865,saao_saa05,five,,"must go!"" then let ten (officials) from the Inner City and five from Calah stay to look after the bull coloss[i]; the r[est"
P334921,saao_saa05,30,30,"Good health t[o the king, my lord]! I entered [...] on the 30th of Adar (XII); on the 1[st of Nisan (I)] the Hubuškian [."
P334921,saao_saa05,1,1,my lord]! I entered [...] on the 30th of Adar (XII); on the 1[st of Nisan (I)] the Hubuškian [......] in Hubuškia [......
P336178,saao_saa05,11,11,"u. Good health to the king, my lord! I am in Hadattu on the 11th day; the king's subjects in my command are well. (SPACER)"
P336636,saao_saa05,hundred,,] of bronze [......] of bronze [......]... of leather [...] hundred bronze quivers (Rest destroyed)
P337150,saao_saa05,four,,"to the king, my lord! Burê, Eziye, Gamalu and Ehiye, in all four (men) under Ariazâ; Kumayu and Biriaun, in all two (men) un"
P337150,saao_saa05,two,,"in all four (men) under Ariazâ; Kumayu and Biriaun, in all two (men) under Ariye — these six Kummeans go and stay in Busus"
P337150,saao_saa05,six,,"â; Kumayu and Biriaun, in all two (men) under Ariye — these six Kummeans go and stay in Bususu, a town in the domain of the"
P224449,saao_saa15,30,30,ave taken the released Medes who are i[n my prese]nce (and) 30 horses. The remaining people are with me. [I have re]ceived
P224449,saao_saa15,40,40,"h me. [I have re]ceived the tribute of the land of Zakrutu, 40 horses. They promised to give the rest [of the tribute]. Th"
P224449,saao_saa15,"3,000",3000,"ements be? Would [the ...]eans (and) Ellipi [......]? Their 3,000 or 4,000 [m]en [...] [...] they have removed from there [.."
P224449,saao_saa15,"4,000",4000,"? Would [the ...]eans (and) Ellipi [......]? Their 3,000 or 4,000 [m]en [...] [...] they have removed from there [...] [... h"
P224449,saao_saa15,three,,"my lord, should send (word) that they ask [NN] why [he has] three times [...ed] them. It is true; why does he brag about his"
P224449,saao_saa15,30,30,signment of the palace or anybody. He has been assigned but 30 courses of brick. This accomplishment is altogether that of
P238649,saao_saa15,fifty,,"(Beginning destroyed) [NN] the commander-of-fifty [...]. Concerning the [... about whom the king], my lord, g"
P238649,saao_saa15,one,,"om the king], my lord, gave me this order: ""Give ropes [to] one cohort commander! [...] Let him constantly go in and out [."
P313420,saao_saa15,200,200,I [...]ed them [with ......] of the town [...r]ani. Of the 200 men of [...] my [...] anxiety before them (Break) (SPACER)
P313434,saao_saa15,"3,000",3000,"messenger of Il-yada' told me this news: ""An expedition of 3,000 men has come up to me."" All the men and horses are in the m"
P313476,saao_saa15,six,,"] who have no master builders; let [them ...]!"" — there are six mas[ter builders] with me, and [we] are doing the king's wo"
P313476,saao_saa15,one,,"hould bring a m[aster builder] for his work assignment, not one master builder should [be missing]!"" The king, my lord, [kn"
P313476,saao_saa15,six,,"der, a Kassi[te], in our presence. I have [now] brought the six master builders and the Kas[site] with me. If I give one to"
P313476,saao_saa15,one,,"he six master builders and the Kas[site] with me. If I give one to Badâ and one to Lansî, there will be four (only) at my d"
P313476,saao_saa15,one,,"ilders and the Kas[site] with me. If I give one to Badâ and one to Lansî, there will be four (only) at my disposal to [d]o"
P313476,saao_saa15,four,,"h me. If I give one to Badâ and one to Lansî, there will be four (only) at my disposal to [d]o the work. Let them send [the"
P313477,saao_saa15,200,200,"to the king, my lord]! When [I was] in the city Ur[ku...], 200 men [......] of the city they [......]. I spok[e .......]:"
P313477,saao_saa15,one,,"] of the city they [......]. I spok[e .......]: ""Who is the one wh[o ......] to you?"" Th[ey .......]. The king, my lord, kn"
P313477,saao_saa15,19,19,"... a]s the king, my lord, com[manded] [... li]ke me on the 19[th] day [...] [...] they place[d ......] I set o[ut with t]"
P313492,saao_saa15,one,,"wr[ote to me]: ""I will send [you straw]. Do not leav[e ...] one litre of straw [... outside] but bring it [all into the for"
P313492,saao_saa15,one,,"[... outside] but bring it [all into the fort]!"" — I have d[one] a[s the king, my lord], wrote to me. I have not l[eft] one"
P313492,saao_saa15,one,,"one] a[s the king, my lord], wrote to me. I have not l[eft] one litre of the straw of [...] which the king, my lord, [sent"
P313492,saao_saa15,one,,ch] they raised [have been ...ed] to the people; not (even) one litre of barley has gone down [......]. [...... said to me]
P313492,saao_saa15,one,,"h the king, [my] l[ord ......] the people of Malak [......] one man [......] did not take [......] they came [......] they"
P313492,saao_saa15,one,,] Nobody has gone out of Der and nobody has cultivated even one litre of seed. Concerning the Mandireans about whom the [ki
P313496,saao_saa15,130,130,......]. Now Niya [and Hi...] have returned [......] [...] 130 hectares of [land ...] [...] silver [......] (Break) (SPACE
P313498,saao_saa15,three,,"about whom the king, [my lord, wrote to me]: ""Let him send three men wi[th ...], whom he will tell you, [......] to Zalâ and"
P313498,saao_saa15,four,,"village managers of Nalhiti went out to the ploughs w[it]h four [lone horses], and again they came and killed them. Now the"
P313498,saao_saa15,five,,"and killed them. Now then, they have applied force already five or six times. I fear the king; what is it that the king com"
P313498,saao_saa15,six,,"led them. Now then, they have applied force already five or six times. I fear the king; what is it that the king commands?"
P313504,saao_saa15,11,11,"he news of the king of Elam?"" He entered Bit-Bunakki on the 11th of Tammuz (IV), left it on the 13th, and went up to the m"
P313504,saao_saa15,13,13,"ered Bit-Bunakki on the 11th of Tammuz (IV), left it on the 13th, and went up to the mountain. [My] messenger [has written"
P313504,saao_saa15,one,,"ger [has written to me] as follows: ""A town called Burati, (one of) his forts outside the house of Daltâ, has turned hostil"
P313504,saao_saa15,50,50,"up again, but have not yet finished (the work); I made both 50 layers high. I am now bricking up the n[ort]hern and wester"
P313506,saao_saa15,third,,"he is from ther[e ......] ""He has made Ahi[...]-naṣir the 'third man' [... to ...] with him instead of me and does not speak"
P313507,saao_saa15,one,,"ere, saying: ""Let them pass them through."" They had covered one league of ground [from] Der, (when) he sent (word) and had"
P313507,saao_saa15,five,,"is attacking them."" The soldiers [we]nt (back) and [sta]yed five days in D[e]r, until his heart told him (it was safe) and h"
P313508,saao_saa15,1,1,", my lord, [...]ilmaku [ret]urned from [his] city on the [x]1st of Kislev (IX). That city of his is called [...]ahkapkap,"
P313515,saao_saa15,15,15,"my lord! Nabû-ereš the brother of Nabû-le'i, accompanied by 15 citizens of Borsippa, came to Sippar into my presence on th"
P313515,saao_saa15,14,14,"itizens of Borsippa, came to Sippar into my presence on the 14th of Shebat (XI). [They] have previously [not] visited the"
P313518,saao_saa15,four,,"ats o[n ......] the boats on [......] therefore [NN ......] four rivers [......] 1.5 leagues [......] open, three [......] o"
P313518,saao_saa15,1,1,"oats on [......] therefore [NN ......] four rivers [......] 1.5 leagues [......] open, three [......] of Bel-qate-[ṣabat"
P313518,saao_saa15,5,5,"ts on [......] therefore [NN ......] four rivers [......] 1.5 leagues [......] open, three [......] of Bel-qate-[ṣabat .."
P313518,saao_saa15,three,,"[NN ......] four rivers [......] 1.5 leagues [......] open, three [......] of Bel-qate-[ṣabat .......] came up [......] [the"
P313518,saao_saa15,60,60,ple of K[unaya ......] [wh]om Kunay[a ......] gave [......] 60 men [......] crossed over [......] 200 men [......] with th
P313518,saao_saa15,200,200,......] gave [......] 60 men [......] crossed over [......] 200 men [......] with the[m ......] of Cal[ah ......] when [...
P313560,saao_saa15,three,,")] [...] of the moat against the mountain [...] [... where] three men, where four men, where five [men ...] Perhaps the king,"
P313560,saao_saa15,four,,"oat against the mountain [...] [... where] three men, where four men, where five [men ...] Perhaps the king, my lord, will s"
P313560,saao_saa15,five,,"mountain [...] [... where] three men, where four men, where five [men ...] Perhaps the king, my lord, will s[ay]: ""Why [...."
P313601,saao_saa15,16,16,"(Beginning destroyed) They will be [in Ca]lah on the 16th day. [The ... ...]ed the work, (but) they have finished t"
P313617,saao_saa15,two,,o [fe]ll to me from Arraph[a] [...] Arrapha [...] [...] ... two [...] [...] will lea[ve ...] [I ques]tioned [them] [They sa
P313624,saao_saa15,One,,"y lord], will say: ""[Why did] the ha[rvest in] this [...]?"" One farmer [...] i[n ...]. At the summoning [...] they wielded"
P313624,saao_saa15,six,,"is country, O kin[g, my lord], they wie[ld] the plough with six oxen [...]. They cultivate the seed [...] and make a good ["
P313632,saao_saa15,"4,100",4100,"eginning destroyed) [These] c[ap]tives in Arrapha [...] are 4,100 in number. I asked [NN] and L[ansî] (who said): ""[There are"
P313632,saao_saa15,"1,000",1000,"n number. I asked [NN] and L[ansî] (who said): ""[There are] 1,000 k[ing's] men among them."" Their watch is v[ery] strict. And"
P313652,saao_saa15,one,,"e servant of the k]ing, my lord. The town Rahbâ [...] [...] one league [from the v]illage as far as [...] [NN] the prefect,"
P313654,saao_saa15,one,,"the ki[ng ...] [...] our work [...] ""Limestone and [...] st[one] has been provided; the deputy [...] ... The master builder"
P313657,saao_saa15,one,,"[......]s se[nt ...] (Break) [......]... which [...] [...] one Babylonian [...] ""[...] (my) daughter [...] ""[...] I to [my"
P313701,saao_saa15,three,,"he king, my [lo]rd, sho[uld ......] [...] before [NN] [...] three da[ys ......] ...[......] kil[led ......] to [...]-il[a'i ."
P313701,saao_saa15,Twenty,,"the ......] about which the king, my lord, [wrote to me]: ""Twenty men [......] ""your [...]s [......] [s]aid t[o ......] [...."
P313701,saao_saa15,300,300,"[......] ""your [...]s [......] [s]aid t[o ......] [......] 300 [......] befo[re ......] (Rest destroyed)"
P313702,saao_saa15,half,,"ng, [my lord], wrote to me: ""Giv[e it] to [NN]"" — he to[ok] half a league in the town Za[ddi] on the [other] side of the riv"
P313702,saao_saa15,one,,"ecause of the town [...]. The field which I ga[ve him], the one that [had been given] to Nabû-[...] son of Ya-hari [...] th"
P313710,saao_saa15,one,,"re[viewed] the people, provi[sioned them], and gave [them] one o[f] the vill[ages] of the city Ta[...]. 14 o[f them] have"
P313710,saao_saa15,14,14,nd gave [them] one o[f] the vill[ages] of the city Ta[...]. 14 o[f them] have ru[n away]. Perhaps they will com[e ...] (Re
P313714,saao_saa15,three,,(Beginning destroyed) three [......] 60 sheep [...] they together with [...] are going
P313714,saao_saa15,60,60,(Beginning destroyed) three [......] 60 sheep [...] they together with [...] are going [...] their
P313716,saao_saa15,13,13,"told [them]: ""The k[ing ......]; but [...] the h[orses] in 13 [days ...]. ""[NN ... your] labour duty. ""[...] stored corn"
P313718,saao_saa15,20,20,(Beginning destroyed) [...] 20 town[s] [...]eans [...]s [...a]lseans [...]... [...] the 'm
P313723,saao_saa15,one,,"tion stone [about which I wrote] to the king, my lord, [in] one side of it [...] (Break) (SPACER) [...] Now th[en] [...] ir"
P313723,saao_saa15,1,1,.....] I guard [...] before [...] In the days of [...] [a]t 1.5 shekels [...] [......] [let] him not [...] [......] lands
P313723,saao_saa15,5,5,...] I guard [...] before [...] In the days of [...] [a]t 1.5 shekels [...] [......] [let] him not [...] [......] lands [
