text_id,project,translation,token_count
P313716,saao_saa15,"(Beginning destroyed) and [......] all those who [......] into my presence I told [them]: ""The k[ing ......]; but [...] the h[orses] in 13 [days ...]. ""[NN ... your] labour duty. ""[...] stored corn and fo[dder] for the pack-animals [...] ""And barley [rations] from [......] (Break) Now what is it that the k[ing, my lord, commands]?",43
P313718,saao_saa15,(Beginning destroyed) [...] 20 town[s] [...]eans [...]s [...a]lseans [...]... [...] the 'mule-house man' [...] [... o]f the king (Remainder too broken for translation) (SPACER) (SPACER),11
P313721,saao_saa15,"(Beginning destroyed) [...... ha]ve become hostile [...... R]apâ-il [......] [......] [...... ha]ve become hostile (Break) [...] they brought [bef]ore me with their letter a messenger [who carried the lett]er of the king of Elam. [As to what the king, m]y [lord], wrote to me: ""Bel-iqb[i ......] the Babylonian should be [in D]er"" — I [we]nt and told it to them, [but they said to me]: ""He should not come! [... will wri]te to him [...] ""I shall go [......] I have been sent [...... No]w then [......] with me [...... Now th]en [...... is comin]g [...... the kin]g, my lord (Rest destroyed)",82
P313723,saao_saa15,"[To] the king, [my lord]: yo[ur servant] Nadin[...]. As to the foundation stone [about which I wrote] to the king, my lord, [in] one side of it [...] (Break) (SPACER) [...] Now th[en] [...] iron [sw]ords [...] [...] ... Perhaps [the king], my lord, will say: ""Why did you bring out [...]?"" (Break) Do [......] I guard [...] before [...] In the days of [...] [a]t 1.5 shekels [...] [......] [let] him not [...] [......] lands [...]",59
P313725,saao_saa15,"[To] the k[ing, my lord: your servant NN]. Good health to the k[ing, my lord]! Concerning what the king, m[y] lord, [wrote to me]: ""The chief of trade has to[ld me]: 'Bit-Kapsi of Ki[...] has not [submitted] to the command of the king, my lord'"" — now (as to) what the chief of trade [said], let the king, my lord, ask and investig[ate: ...] some 20 men [......] (Break) (SPACER) they give [......] he said [......] has not settled [......] from my presence [......] [Concerning] the town Piusi [about which the king, my lord], wrote to me: ""[......] the district [......] [m]en of the tow[n ......] [......] [...] there are 100, he [......] [...] is left, I cultivat[e ...]",103
P313728,saao_saa15,"[To the king, my lord]: yo[ur] servant [NN]. Good hea[l]th [to the ki]ng, [my] lord! [Concerning what the king], my lord, wr[o]te to [me: ""....""] (Break) [...] Merodach-[Baladan] (Break) (SPACER) [...... the] Chalde[an] [......] Nanî [...] (Remainder too broken for translation)",28
P313729,saao_saa15,"(Beginning destroyed) [... the king], my lord [...] citizens of Babylon, [serva]nts of the king who went (away), have presented all the audience gifts to me. Now then a tablet [...]...[...] (Rest destroyed) (SPACER)",26
P313730,saao_saa15,"(Beginning destroyed) (SPACER) [...] lai[d down] [... o]f the spoils [... of s]ilver upon a ...[...] [...] ...[...] [...] the exit [...] [...] you go out [......] Concerning the [tri]bute horse[s] about which the king, my lord, [wrote to me], the king, my lord [...] (Rest destroyed)",31
P313733,saao_saa15,"[To the king, my lord: yo]ur servant [NN]. Concerning [the ...] about which [I said] to [the king, my lord]: ""[......] to the land A[...] ""the [...... who] fro[m ......] (Rest destroyed) (SPACER)",26
P313735,saao_saa15,"(Beginning destroyed) [...]......[...] [...] Aššur-reši-išši the chi[ef ...] [have become s]ubmissive. What the chi[ef ...] [...] not [......] (Break) (SPACER) [Concerning the Kul]umanea[ns about whom the king, my lord], wrote to me: ""Speak [kindly with th]em"" — I have s[poken kindly wi]th them (Rest destroyed)",33
P313737,saao_saa15,"(Beginning destroyed) [... p]lundered their [...] which were in [...], and [hid] within the reed [thicket]. We attack[ed the]m together [and brou]ght them up [......]ed them (Break) (SPACER) [...... o]f the [...] [...] I have [...ed ... th]em [... the king], my lord, [in] Ass[yr]ia [......]s the king, my lord, [...] [... se]nt me [...] [......] I gathered (Rest uninscribed)",42
P313740,saao_saa15,(Beginning destroyed) [... a son] of 4 spans [...] total 7 persons [NN] the bodyguard [...] Šulmu-šarri (Rest destroyed),12
P313747,saao_saa15,"(Beginning destroyed) [I wrote] t[o the king], m[y lo]rd: ""[......] all these who [...] [...] ... [...] [...] the king, my lord [...] [...] ... [...] [The king], my lord, should kn[ow] that these Itu'[eans] are no more com[ing] to me! [Il-y]ada' has depo[rted them] from my presence. They should call him to account for them. I have sent my messenger, who came from his presence, to the king, my lord; the king, my lord, should question him. Badâ has left for the ki[ng, my lord. He told me]: ""The Aradatea[ns have go]ne to I[l-yada'], they did [no]t [come to me]."" (SPACER)",89
P313753,saao_saa15,"(Beginning destroyed) ""...[......] send to m[e! ......] the terrain [......] is squeeze[d ......] it is not suitable [for ......] until I mobi[lize ......] [......] [... the ki]ng [......] [......] [...] he sa[id .......] [... th]e el[ders ...] (Break) (SPACER) [Concern]ing [......] [o]f the land [......] they have lead o[ut ......] not [......] Ubru-[......] with [my] mes[senger ......] to [......] We shall retur[n ......] the res[t ......] [......] with [......] (Rest destroyed)",41
P313754,saao_saa15,"[To the king, my lord]: your [serva]nt [NN]. Good health t[o the king, my lord]! The threshold stone[s......] of five [......] I have hauled [......] the guardsman [......] holds [......] rebellion [......] (Rest destroyed) (SPACER)",28
P313756,saao_saa15,"(Beginning destroyed) [...... t]o the kin[g, my lord] [......] and [...] [......] the harvest [...] [......] is good. The land of Ha[u ...] [......] their harvest [...] [...... th]is alone [...] [......] alongside the mountain [...] [......] has been done. The front agai[nst ...] [......] everybody [is] in [his ...] [...] the whole land of [H]au is ...[...] [The k]ing, my lord, [can] be glad. [...] [...]-iddina has collected [...] [...] ..., millet, k[udimmu salt] [...] they will join [...] [......], saying: ""...[...] [......] and to [...] [......] up[on] [...] [......] the town [......] (Break) (SPACER) [......] ... [...] [I am sen]ding them [in charge of my mess]enger t[o the king, my lord]. Further, [...... of] the Itu'eans [...] [...] they should quickly set out here [...] [... t]o Nergal-eṭir th[e ...] [...] I said: ""If the harvest [...] [...] he is for comi[ng up ...] [...] ...... [...] [...] (erasure) (SPACER)",97
P313757,saao_saa15,(Beginning destroyed) (SPACER) [The work is a great burden] on us. [Beca]use of the king [our] lord's work we have not come [and subm]itted a report to the house of our lord. The king [our] lord [should kno]w (this). (SPACER),36
P313766,saao_saa15,[... the t]own K[i...] [...] the town Ap[ku ...] [...] the town Is[ana ...] [...] ... [...] [... there] is no [m]ule express [...] [... the messe]nger of the vi[zier ...] [... the tow]n Apar[u ...] (Rest destroyed) (SPACER),24
P313769,saao_saa15,(Beginning destroyed) have not brou[ght ......] ... [......] Raši-Marduk [......] [the] herald of the [......] and a lett[er .......] [x j]ugs of wine [......] [the] herald of [NN ...] and a lett[er ......] two jugs of wi[ne ......] to Ahhe[šaya ......] brough[t ......] (Rest destroyed),30
P313770,saao_saa15,(Beginning destroyed) i[f ......] in the mountain [......] outside [......] wood [......] on the 3rd day [......] married [......] (Break) of [.......] [......] the off[icial ......] (Rest destroyed),14
P313772,saao_saa15,(Beginning destroyed) [...... ther]efore they [......] they are [by the r]iver [......] we gave them [...... am]ong them [...... wo]unded (SPACER) [......] th[eir ...] [......] the river [...... ab]out the city wal[l] [......] .... [......] [......] the wall [......] upon it (Rest destroyed),24
P313773,saao_saa15,"(Beginning destroyed) [......]s [...... I l]aid [...... re]sting place [......] [...... st]ood [......] ... [......] did not put him up for the night [......] he is settling [...] there. I heard [from the shei]khs [that] he is going to enter it. [When] I had finished building the fort, I [...] laid hands on Yannuqu. All [the ...]s of the Puqudu, [the shei]khs and the heralds have [ret]urned. A manservant of his [who] came [from Bit]-Yakin [has told me]: ""I went [to GN] at your command and placed all [the ...s] in his charge. ""[... y]ou could [not ...] [...] ever since [...] [... E]lam [...] (Rest destroyed)",87
P313774,saao_saa15,"(Beginning destroyed) [......] the field [...] [...] our force on them [...] ""Really one [...] we captured [...] ""there are no [It]u'u (troops) [...] does not go [...] the men whom they caught [... to the k]ing my lord? [......] all that the king, my lord, [......] he completed [...... th]ose [......] [......] the town [......] [...... w]hat [......]... [......] [...... s]hould know [......] [......] [... he should] surround [...] [... Now the]n a tent [......] the king to m[e] (Rest destroyed)",53
P313776,saao_saa15,"(Beginning destroyed) [......] ... ""[...] [......] ""the fort sho[uld be ...] [......] ""it [should] be watched over; and [...] [......] ""fetc[h] for your watch [...] [...... ""F]ear [not], be con[fident]! [......] ""Gua[rd] this [fo]rt!"" [...... Th]is is what he c[opied] from it. [......]... knows [...] [......] let him guard, and [...] [......] before the (city) gate of [...] [......] ""the out[er side] (Rest destroyed) (SPACER)",41
P313777,saao_saa15,"(Beginning destroyed) ruling [One bull c]olossus at the gate [...] [the house] of the king before the stone [...] [... is] about to be finished. ruling [One b]ull colossus at the gate [...] [... wi]th the corridor is f[inished]. [... he]wn [...]s, (and) the bull col[ossus] [...] which is before the royal residence [...] ruling [One bull co]lossus [of] the house [...] [......] one at [...] [...... are] now [finished]. ruling [The bull co]lossus o]f the house [...] [...] is [n]ot fin[ished ...] (Rest destroyed) (SPACER)",62
P313778,saao_saa15,"(Beginning destroyed) [......] definite word [......] They are groundless [al]legations [......] ... If the Babylonian(s) [... they will wr]ite and come, [...]; if he [...] terribly [...] a detailed report [...... will take c]are of [......] ... as [......] ... his troops (Break) (SPACER) [...... co]mes [......] the king, my lord, [......] their forces [......] they have removed [...] will send a [d]etailed [report to the king, my lord]. [Concerning the ...] about which the king, my lord, [wrote to me, ... we]nt [but has not s]ent his report [...]. [......] this [...] [who] came [......] (Rest destroyed)",68
P313781,saao_saa15,"(Beginning destroyed) [...] abou[t ...] [...] the 20[th of K]islev (IX) [...] [...] I [...] [... kiss the f]eet of the king, [my] lord [...] Babylon [...] [has s]ent, saying ""not [...] [...] Babylon [...] (Rest destroyed)",21
P313782,saao_saa15,"(Beginning destroyed) [c]am[e ......] [str]ong [......] the troops [......] get assembled [......] spea[k ......] who wen[t ......] the town Si[......] ""[......] (Break) (SPACER) w[e ......] 300 [......] w[ent ......] t[o ......] (Rest destroyed)",16
P313783,saao_saa15,(Beginning destroyed) [...] the city Birati [...] cavalry [...] will bring in [...] outriders [...] to Dur-Šarrukin [...] do [...] once [...] it/she [...]s [... the king my lord] knows [that w]e are the king [my lord's servant]s. [......] him/his [......] deficit (Rest destroyed),29
P313785,saao_saa15,"(Beginning destroyed) [......]... him [......] Eṭiru said, t[o] [... h]im along with his camel [...] of Cutha [...] sprinkled [up]on him [......] Labasi [inquired and invest]igated [......] he asked [...] a 'daughter' of Cutha [...]...s the king, my lord, [......] ... of gold [......] the king, my lord, [......] lions (Rest destroyed)",36
P313788,saao_saa15,"[To the king, my lord: your servant] Nabû-balliṭan[ni. Good heal]th to the king, m[y] lord! [Concerning] Natan and Mannu-iri [about whom the king], my lord, wrote to me: ""[W]hat are the matters [that ... in] the message?"" — [I questio]ned t[hem ...] (Break) (SPACER) ... [......] This [wo]rk which they have done [......] [i]n Lahiru [......] [gr]eatly [......] The whole city [......] [bef]ore Nabû-š[allim ...] [The peop]le of the city [...] greatly. [Aft]er [...] tents [...] [...]... very [...] (Rest destroyed)",64
